location,year,month,tmean,tmin,tmax,precip_mm,precip_mmday,rh2m,ws2m,ws10m,sw_insol,soilmoist,ps
Didinga Hills 4.333N 33.583E,2021,2,26.45,18.41,35.94,0.3,0.01,48.49,2.36,3.44,21.97,0.42,91.23
Didinga Hills 4.333N 33.583E,2021,3,28.32,20.79,37.2,1.2,0.04,43.9,3.36,4.8,22.41,0.4,91.08
Didinga Hills 4.333N 33.583E,2021,4,25.92,20.48,35.99,67.2,2.24,63.87,2.7,3.94,18.98,0.41,91.21
Didinga Hills 4.333N 33.583E,2021,5,25.35,19.06,34.06,139.5,4.5,68.02,2.03,3.05,19.2,0.45,91.34
Didinga Hills 4.333N 33.583E,2021,6,26.02,19.54,34.59,10.2,0.34,54.93,2.38,3.54,20.38,0.4,91.4
Didinga Hills 4.333N 33.583E,2021,7,24.07,18.24,34.41,99.5,3.21,68.95,1.29,1.96,15.93,0.43,91.51
Didinga Hills 4.333N 33.583E,2021,8,26.03,19.16,36.62,32.9,1.06,56.23,1.88,2.81,20.73,0.41,91.4
Didinga Hills 4.333N 33.583E,2021,9,26.11,18.94,34.82,111.3,3.71,60.42,1.87,2.79,19.59,0.42,91.33
Didinga Hills 4.333N 33.583E,2021,10,26.88,20.66,36.09,70.4,2.27,57.84,2.21,3.28,20.53,0.41,91.25
Didinga Hills 4.333N 33.583E,2021,11,26.1,20.06,35.89,118.8,3.96,61.24,2.21,3.28,19.76,0.43,91.23
Didinga Hills 4.333N 33.583E,2021,12,26.01,17.73,34.26,41.9,1.35,54.46,3.5,5.11,20.55,0.41,91.25
Didinga Hills 4.333N 33.583E,2022,1,26.47,18.49,35.64,24.8,0.8,45.71,2.68,3.95,20.61,0.39,91.26
Didinga Hills 4.333N 33.583E,2022,2,28.07,19.36,36.81,0.8,0.03,39.47,2.05,2.93,22.34,0.38,91.18
Didinga Hills 4.333N 33.583E,2022,3,28.89,21.32,37.9,24.2,0.78,42.26,3.22,4.58,21.98,0.38,91.06
Didinga Hills 4.333N 33.583E,2022,4,27.77,20.39,37.79,44.7,1.49,52.76,3.05,4.37,18.38,0.39,91.11
Didinga Hills 4.333N 33.583E,2022,5,26.76,20.33,35.65,87.7,2.83,59.54,2.4,3.55,19.7,0.4,91.33
Didinga Hills 4.333N 33.583E,2022,6,25.91,19.25,35.23,46.2,1.54,55.48,2.24,3.38,19.4,0.4,91.33
Didinga Hills 4.333N 33.583E,2022,7,25.18,18.29,34.02,60.8,1.96,58.94,1.81,2.71,17.78,0.4,91.42
Didinga Hills 4.333N 33.583E,2022,8,24.47,17.32,33.28,123.1,3.97,67.69,1.6,2.4,18.76,0.43,91.37
Didinga Hills 4.333N 33.583E,2022,9,25.93,18.72,35.26,69.9,2.33,57.4,2.14,3.22,20.88,0.41,91.33
Didinga Hills 4.333N 33.583E,2022,10,26.14,18.39,36.37,87.7,2.83,57.97,2.22,3.33,20.98,0.41,91.31
Didinga Hills 4.333N 33.583E,2022,11,24.9,18.79,33.5,66.9,2.23,64.68,2.33,3.48,18.96,0.42,91.26
Didinga Hills 4.333N 33.583E,2022,12,26.09,19.24,34.78,36.3,1.17,52.91,2.36,3.51,19.08,0.4,91.24
Didinga Hills 4.333N 33.583E,2023,1,27.64,19.29,36.62,0.3,0.01,36.37,2.83,4.16,21.87,0.38,91.24
Didinga Hills 4.333N 33.583E,2023,2,28.97,20.75,37.74,0.0,0.0,31.5,3.21,4.62,23.44,0.37,91.17
Didinga Hills 4.333N 33.583E,2023,3,26.92,19.58,37.93,92.7,2.99,55.86,2.83,4.01,17.11,0.4,91.17
Didinga Hills 4.333N 33.583E,2023,4,25.99,19.96,35.66,108.3,3.61,64.67,3.11,4.49,19.61,0.41,91.15
Didinga Hills 4.333N 33.583E,2023,5,26.29,19.89,36.04,58.6,1.89,61.99,2.81,4.17,21.89,0.43,91.36
Didinga Hills 4.333N 33.583E,2023,6,25.94,19.31,35.25,116.4,3.88,62.5,2.02,3.03,19.03,0.42,91.42
Didinga Hills 4.333N 33.583E,2023,7,26.22,19.13,34.42,53.3,1.72,58.22,1.79,2.67,19.1,0.41,91.54
Didinga Hills 4.333N 33.583E,2023,8,26.83,18.69,36.82,50.2,1.62,50.45,2.61,3.9,21.83,0.4,91.42
Didinga Hills 4.333N 33.583E,2023,9,27.1,20.41,36.53,115.8,3.86,57.35,1.86,2.8,19.47,0.41,91.32
Didinga Hills 4.333N 33.583E,2023,10,26.06,19.78,36.54,150.3,4.85,64.68,2.47,3.69,20.3,0.43,91.3
Didinga Hills 4.333N 33.583E,2023,11,24.61,19.36,32.46,104.4,3.48,73.1,2.77,4.12,18.51,0.44,91.31
Didinga Hills 4.333N 33.583E,2023,12,26.58,19.26,35.02,15.8,0.51,56.52,2.46,3.65,19.82,0.41,91.32
Didinga Hills 4.333N 33.583E,2024,1,27.81,20.43,36.32,8.1,0.26,46.27,1.73,2.53,20.54,0.39,91.37
Didinga Hills 4.333N 33.583E,2024,2,27.72,20.99,37.15,73.7,2.54,53.72,2.59,3.72,20.01,0.4,91.32
Didinga Hills 4.333N 33.583E,2024,3,28.6,21.78,38.15,30.1,0.97,51.39,3.69,5.22,21.21,0.39,91.24
Didinga Hills 4.333N 33.583E,2024,4,25.65,20.37,35.84,157.5,5.25,71.39,2.35,3.48,18.68,0.44,91.22
Didinga Hills 4.333N 33.583E,2024,5,26.87,20.44,35.92,77.2,2.49,63.63,2.36,3.49,19.05,0.43,91.31
Didinga Hills 4.333N 33.583E,2024,6,26.48,19.43,36.01,75.6,2.52,59.3,1.84,2.81,19.2,0.42,91.43
Didinga Hills 4.333N 33.583E,2024,7,25.12,19.62,35.42,190.3,6.14,68.98,1.39,2.11,16.34,0.43,91.48
Didinga Hills 4.333N 33.583E,2024,8,24.3,18.51,32.84,231.9,7.48,73.69,1.54,2.36,18.44,0.49,91.46
Didinga Hills 4.333N 33.583E,2024,9,26.12,19.27,34.3,59.7,1.99,61.14,1.81,2.74,21.42,0.44,91.37
Didinga Hills 4.333N 33.583E,2024,10,26.11,19.55,35.07,106.6,3.44,66.04,1.72,2.57,19.68,0.44,91.32
Didinga Hills 4.333N 33.583E,2024,11,25.28,18.82,34.69,54.6,1.82,66.04,2.02,2.98,18.62,0.43,91.29
Didinga Hills 4.333N 33.583E,2024,12,26.87,19.19,35.18,29.8,0.96,46.91,2.33,3.52,21.5,0.41,91.31
Didinga Hills 4.333N 33.583E,2025,1,27.82,19.23,36.48,2.8,0.09,36.16,2.47,3.68,21.93,0.39,91.22
Didinga Hills 4.333N 33.583E,2025,2,29.51,21.44,38.22,7.0,0.25,32.51,3.59,5.18,24.24,0.38,91.11
Didinga Hills 4.333N 33.583E,2025,3,27.42,18.86,38.96,120.3,3.88,56.45,3.06,4.37,18.92,0.41,91.17
Didinga Hills 4.333N 33.583E,2025,4,26.28,20.39,36.3,95.7,3.19,65.3,2.82,4.08,20.35,0.42,91.22
Didinga Hills 4.333N 33.583E,2025,5,25.76,20.53,35.47,72.2,2.33,67.41,2.08,3.16,20.23,0.43,91.38
Didinga Hills 4.333N 33.583E,2025,6,26.66,19.8,35.59,33.6,1.12,54.57,1.95,2.95,18.93,0.4,91.47
Didinga Hills 4.333N 33.583E,2025,7,25.68,19.2,34.41,89.9,2.9,61.96,1.52,2.27,16.95,0.42,91.52
Didinga Hills 4.333N 33.583E,2025,8,24.31,18.99,33.7,115.0,3.71,69.38,1.51,2.27,16.41,0.43,91.47
Didinga Hills 4.333N 33.583E,2025,9,26.62,19.25,35.56,71.4,2.38,57.75,1.75,2.6,20.15,0.41,91.39
Didinga Hills 4.333N 33.583E,2025,10,25.75,19.73,34.25,141.0,4.55,64.22,1.8,2.72,18.42,0.43,91.33
Didinga Hills 4.333N 33.583E,2025,11,26.02,18.15,35.0,76.8,2.56,58.27,2.62,3.99,21.13,0.43,91.34
Didinga Hills 4.333N 33.583E,2025,12,26.43,19.57,35.67,37.5,1.21,54.48,2.46,3.64,18.67,0.4,91.23
