location,year,month,tmean,tmin,tmax,precip_mm,precip_mmday,rh2m,ws2m,ws10m,sw_insol,soilmoist,ps
Didinga Hills 4.333N 33.583E,1981,1,27.28,18.71,35.89,0.0,0.0,31.03,4.0,5.84,-999.0,0.38,91.16
Didinga Hills 4.333N 33.583E,1981,2,28.29,19.11,37.33,4.5,0.16,31.14,3.73,5.32,-999.0,0.37,91.1
Didinga Hills 4.333N 33.583E,1981,3,26.49,19.13,37.03,196.5,6.34,58.41,3.51,4.98,-999.0,0.42,91.12
Didinga Hills 4.333N 33.583E,1981,4,24.98,19.43,33.75,92.4,3.08,68.38,3.04,4.41,-999.0,0.44,91.21
Didinga Hills 4.333N 33.583E,1981,5,24.79,19.06,34.85,115.9,3.74,68.91,2.55,3.78,-999.0,0.44,91.25
Didinga Hills 4.333N 33.583E,1981,6,25.32,17.86,33.68,42.9,1.43,59.56,2.0,2.99,-999.0,0.41,91.42
Didinga Hills 4.333N 33.583E,1981,7,23.66,18.24,33.27,110.4,3.56,69.94,1.65,2.49,-999.0,0.43,91.43
Didinga Hills 4.333N 33.583E,1981,8,24.38,18.0,33.15,104.2,3.36,67.08,1.79,2.7,-999.0,0.44,91.35
Didinga Hills 4.333N 33.583E,1981,9,25.27,18.54,34.42,123.3,4.11,63.67,1.83,2.74,-999.0,0.42,91.31
Didinga Hills 4.333N 33.583E,1981,10,25.77,18.79,34.77,98.9,3.19,59.04,2.82,4.25,-999.0,0.43,91.22
Didinga Hills 4.333N 33.583E,1981,11,25.87,18.53,33.98,44.4,1.48,55.3,2.88,4.28,-999.0,0.41,91.19
Didinga Hills 4.333N 33.583E,1981,12,26.61,18.39,35.6,17.1,0.55,44.61,3.68,5.42,-999.0,0.39,91.2
Didinga Hills 4.333N 33.583E,1982,1,26.48,19.36,36.49,32.2,1.04,45.61,3.37,4.94,-999.0,0.39,91.12
Didinga Hills 4.333N 33.583E,1982,2,27.81,17.95,36.98,9.8,0.35,37.43,3.14,4.46,-999.0,0.38,91.08
Didinga Hills 4.333N 33.583E,1982,3,29.41,21.57,38.89,14.0,0.45,35.0,4.24,5.94,-999.0,0.37,91.03
Didinga Hills 4.333N 33.583E,1982,4,26.28,20.71,35.59,105.3,3.51,60.83,3.47,4.93,-999.0,0.4,91.14
Didinga Hills 4.333N 33.583E,1982,5,25.54,18.99,35.02,125.2,4.04,65.32,2.66,3.91,-999.0,0.42,91.24
Didinga Hills 4.333N 33.583E,1982,6,25.53,18.67,34.19,44.7,1.49,60.17,2.1,3.14,-999.0,0.41,91.42
Didinga Hills 4.333N 33.583E,1982,7,25.22,18.07,33.83,57.0,1.84,57.85,2.15,3.2,-999.0,0.4,91.37
Didinga Hills 4.333N 33.583E,1982,8,24.14,17.18,33.54,135.2,4.36,65.96,1.89,2.88,-999.0,0.43,91.39
Didinga Hills 4.333N 33.583E,1982,9,26.47,19.04,35.4,14.4,0.48,48.89,2.49,3.69,-999.0,0.39,91.31
Didinga Hills 4.333N 33.583E,1982,10,25.21,18.61,35.52,102.9,3.32,60.07,3.18,4.72,-999.0,0.41,91.18
Didinga Hills 4.333N 33.583E,1982,11,24.36,18.09,33.35,100.2,3.34,66.6,2.42,3.6,-999.0,0.42,91.2
Didinga Hills 4.333N 33.583E,1982,12,24.95,17.88,33.69,54.6,1.76,57.3,2.99,4.47,-999.0,0.42,91.24
Didinga Hills 4.333N 33.583E,1983,1,26.65,17.22,35.74,5.0,0.16,40.58,2.85,4.19,-999.0,0.39,91.27
Didinga Hills 4.333N 33.583E,1983,2,28.59,20.08,37.92,6.2,0.22,38.72,3.05,4.36,-999.0,0.38,91.18
Didinga Hills 4.333N 33.583E,1983,3,30.29,22.99,38.59,9.0,0.29,34.15,4.12,5.76,-999.0,0.37,91.08
Didinga Hills 4.333N 33.583E,1983,4,28.69,21.21,37.4,36.6,1.22,46.04,3.55,5.05,-999.0,0.38,91.14
Didinga Hills 4.333N 33.583E,1983,5,26.42,19.52,35.33,82.5,2.66,58.47,3.08,4.53,-999.0,0.4,91.19
Didinga Hills 4.333N 33.583E,1983,6,25.86,19.4,34.9,96.3,3.21,59.37,2.23,3.31,-999.0,0.4,91.35
Didinga Hills 4.333N 33.583E,1983,7,24.46,18.45,33.98,99.2,3.2,65.09,1.84,2.82,-999.0,0.43,91.38
Didinga Hills 4.333N 33.583E,1983,8,23.22,17.79,33.69,190.0,6.13,75.7,1.55,2.38,-999.0,0.46,91.46
Didinga Hills 4.333N 33.583E,1983,9,25.15,17.62,33.72,67.8,2.26,60.01,2.12,3.21,-999.0,0.43,91.33
Didinga Hills 4.333N 33.583E,1983,10,25.16,18.92,33.47,114.1,3.68,64.53,2.25,3.41,-999.0,0.43,91.25
Didinga Hills 4.333N 33.583E,1983,11,25.32,18.94,33.55,73.2,2.44,59.17,2.62,3.92,-999.0,0.42,91.34
Didinga Hills 4.333N 33.583E,1983,12,26.26,17.72,34.99,7.1,0.23,42.74,3.09,4.59,-999.0,0.4,91.21
Didinga Hills 4.333N 33.583E,1984,1,27.04,18.0,36.14,4.3,0.14,32.6,2.56,3.83,20.85,0.38,91.1
Didinga Hills 4.333N 33.583E,1984,2,28.1,20.03,38.21,7.5,0.26,26.12,3.86,5.57,22.61,0.38,90.95
Didinga Hills 4.333N 33.583E,1984,3,29.03,21.35,38.04,39.7,1.28,36.43,4.74,6.64,23.13,0.38,90.97
Didinga Hills 4.333N 33.583E,1984,4,26.89,20.08,37.07,130.2,4.34,56.76,3.23,4.67,19.26,0.41,91.03
Didinga Hills 4.333N 33.583E,1984,5,26.49,20.06,34.65,31.3,1.01,54.57,2.8,4.1,20.55,0.4,91.15
Didinga Hills 4.333N 33.583E,1984,6,25.82,19.04,35.36,27.6,0.92,52.49,2.3,3.42,20.85,0.39,91.34
Didinga Hills 4.333N 33.583E,1984,7,25.48,18.27,34.21,59.8,1.93,54.32,2.0,2.97,20.04,0.39,91.31
Didinga Hills 4.333N 33.583E,1984,8,26.29,18.66,35.08,27.9,0.9,49.83,2.28,3.37,20.82,0.39,91.33
Didinga Hills 4.333N 33.583E,1984,9,26.33,18.89,35.47,54.0,1.8,48.42,2.46,3.66,22.13,0.39,91.25
Didinga Hills 4.333N 33.583E,1984,10,26.12,19.71,35.21,58.9,1.9,52.07,3.67,5.4,22.12,0.39,91.22
Didinga Hills 4.333N 33.583E,1984,11,25.04,18.56,33.85,65.7,2.19,59.82,3.59,5.3,19.7,0.41,91.2
Didinga Hills 4.333N 33.583E,1984,12,25.94,18.68,35.44,31.6,1.02,45.84,3.29,4.86,20.83,0.39,91.11
Didinga Hills 4.333N 33.583E,1985,1,27.08,19.82,36.66,18.3,0.59,39.08,4.25,6.1,22.09,0.38,91.06
Didinga Hills 4.333N 33.583E,1985,2,27.2,17.14,37.09,6.4,0.23,30.52,2.51,3.65,23.31,0.38,91.07
Didinga Hills 4.333N 33.583E,1985,3,27.54,19.38,36.66,135.5,4.37,47.66,4.36,6.1,20.57,0.39,91.04
Didinga Hills 4.333N 33.583E,1985,4,24.13,17.72,31.82,158.7,5.29,72.86,2.47,3.66,19.75,0.46,91.17
Didinga Hills 4.333N 33.583E,1985,5,24.2,18.11,32.44,137.3,4.43,70.93,2.26,3.38,20.2,0.45,91.25
Didinga Hills 4.333N 33.583E,1985,6,24.04,17.52,32.99,74.4,2.48,66.91,1.65,2.48,19.83,0.43,91.46
Didinga Hills 4.333N 33.583E,1985,7,23.22,17.39,32.06,107.6,3.47,68.6,1.73,2.64,18.67,0.43,91.43
Didinga Hills 4.333N 33.583E,1985,8,24.58,17.71,34.12,80.0,2.58,59.8,1.85,2.8,20.88,0.43,91.39
Didinga Hills 4.333N 33.583E,1985,9,26.15,18.63,34.93,36.9,1.23,52.56,2.16,3.21,22.41,0.4,91.24
Didinga Hills 4.333N 33.583E,1985,10,26.45,18.71,35.65,18.6,0.6,48.03,3.28,4.82,22.49,0.39,91.21
Didinga Hills 4.333N 33.583E,1985,11,25.26,18.57,34.84,58.8,1.96,57.8,2.83,4.2,20.63,0.4,91.24
Didinga Hills 4.333N 33.583E,1985,12,26.91,19.02,35.43,6.2,0.2,41.11,3.42,5.03,22.21,0.38,91.13
Didinga Hills 4.333N 33.583E,1986,1,27.33,19.12,36.03,1.9,0.06,31.39,3.08,4.51,22.96,0.37,91.15
Didinga Hills 4.333N 33.583E,1986,2,28.94,20.81,37.07,6.4,0.23,32.03,3.62,5.13,20.14,0.37,91.04
Didinga Hills 4.333N 33.583E,1986,3,27.44,19.44,37.01,87.4,2.82,48.27,3.48,4.97,21.94,0.4,91.07
Didinga Hills 4.333N 33.583E,1986,4,26.15,19.53,36.32,146.4,4.88,61.96,3.21,4.62,20.63,0.42,91.11
Didinga Hills 4.333N 33.583E,1986,5,25.58,19.48,34.11,58.9,1.9,63.01,2.62,3.88,19.96,0.42,91.25
Didinga Hills 4.333N 33.583E,1986,6,23.78,18.33,32.54,143.1,4.77,72.16,1.45,2.21,17.45,0.44,91.37
Didinga Hills 4.333N 33.583E,1986,7,23.13,16.9,31.92,95.8,3.09,69.78,1.58,2.4,18.36,0.43,91.54
Didinga Hills 4.333N 33.583E,1986,8,24.79,16.97,33.47,57.7,1.86,57.39,2.13,3.23,22.09,0.41,91.38
Didinga Hills 4.333N 33.583E,1986,9,25.51,17.95,35.7,57.0,1.9,55.14,2.15,3.21,22.13,0.41,91.35
Didinga Hills 4.333N 33.583E,1986,10,26.08,18.94,35.58,105.1,3.39,53.44,2.64,3.98,21.31,0.41,91.26
Didinga Hills 4.333N 33.583E,1986,11,25.86,18.72,34.66,51.0,1.7,55.23,2.96,4.4,20.23,0.41,91.19
Didinga Hills 4.333N 33.583E,1986,12,25.3,17.15,35.07,35.0,1.13,50.58,2.74,4.02,19.87,0.4,91.28
Didinga Hills 4.333N 33.583E,1987,1,27.12,19.3,36.53,4.6,0.15,35.62,3.2,4.66,20.93,0.38,91.25
Didinga Hills 4.333N 33.583E,1987,2,27.99,19.13,37.91,48.7,1.74,36.5,3.31,4.77,21.11,0.39,91.19
Didinga Hills 4.333N 33.583E,1987,3,27.33,20.61,37.56,49.0,1.58,50.99,2.9,4.17,20.13,0.4,91.09
Didinga Hills 4.333N 33.583E,1987,4,26.48,19.0,36.94,109.8,3.66,59.04,3.3,4.75,19.92,0.42,91.21
Didinga Hills 4.333N 33.583E,1987,5,24.83,18.97,34.6,206.8,6.67,71.51,2.04,3.02,18.78,0.44,91.25
Didinga Hills 4.333N 33.583E,1987,6,22.96,17.03,31.07,182.1,6.07,76.85,1.7,2.67,19.08,0.49,91.49
Didinga Hills 4.333N 33.583E,1987,7,24.04,17.78,32.62,60.4,1.95,62.7,2.3,3.54,20.94,0.44,91.38
Didinga Hills 4.333N 33.583E,1987,8,25.61,17.82,34.4,63.5,2.05,57.1,2.39,3.56,20.46,0.41,91.32
Didinga Hills 4.333N 33.583E,1987,9,26.7,18.75,36.01,37.8,1.26,52.48,2.23,3.31,22.08,0.4,91.29
Didinga Hills 4.333N 33.583E,1987,10,26.92,19.23,35.84,49.0,1.58,52.04,2.44,3.64,21.45,0.4,91.21
Didinga Hills 4.333N 33.583E,1987,11,25.8,18.72,35.35,102.6,3.42,58.33,2.64,3.98,20.05,0.42,91.24
Didinga Hills 4.333N 33.583E,1987,12,26.87,19.12,36.91,27.9,0.9,44.05,2.7,4.05,21.15,0.4,91.29
Didinga Hills 4.333N 33.583E,1988,1,27.97,19.9,36.84,30.1,0.97,41.38,2.43,3.6,19.83,0.38,91.16
Didinga Hills 4.333N 33.583E,1988,2,29.24,20.37,38.5,3.2,0.11,34.61,3.58,5.06,21.26,0.38,91.06
Didinga Hills 4.333N 33.583E,1988,3,29.6,21.61,38.91,31.0,1.0,37.22,3.19,4.54,21.01,0.38,91.08
Didinga Hills 4.333N 33.583E,1988,4,26.28,19.49,38.56,164.7,5.49,64.11,3.04,4.4,20.07,0.42,91.13
Didinga Hills 4.333N 33.583E,1988,5,25.21,19.27,33.76,104.5,3.37,67.52,2.19,3.29,20.35,0.43,91.32
Didinga Hills 4.333N 33.583E,1988,6,25.04,18.58,34.73,69.0,2.3,61.48,2.21,3.3,21.14,0.42,91.37
Didinga Hills 4.333N 33.583E,1988,7,23.42,17.31,32.74,147.6,4.76,72.26,1.42,2.19,16.68,0.44,91.43
Didinga Hills 4.333N 33.583E,1988,8,23.76,17.86,33.21,133.9,4.32,71.57,1.55,2.36,20.02,0.46,91.36
Didinga Hills 4.333N 33.583E,1988,9,25.13,18.9,34.16,108.0,3.6,63.64,1.88,2.85,18.76,0.43,91.26
Didinga Hills 4.333N 33.583E,1988,10,24.81,17.97,33.71,137.0,4.42,66.6,2.57,3.88,20.68,0.45,91.21
Didinga Hills 4.333N 33.583E,1988,11,24.92,18.02,33.13,51.0,1.7,59.23,3.25,4.9,21.13,0.42,91.29
Didinga Hills 4.333N 33.583E,1988,12,25.67,17.58,33.91,31.3,1.01,47.2,3.85,5.66,20.65,0.4,91.19
Didinga Hills 4.333N 33.583E,1989,1,25.51,17.23,35.48,9.0,0.29,39.3,2.17,3.26,22.2,0.39,91.22
Didinga Hills 4.333N 33.583E,1989,2,26.05,18.68,36.13,62.4,2.23,45.09,3.08,4.49,21.26,0.4,91.25
Didinga Hills 4.333N 33.583E,1989,3,27.28,19.7,37.45,109.4,3.53,47.07,3.1,4.46,20.49,0.4,91.03
Didinga Hills 4.333N 33.583E,1989,4,25.93,19.15,34.86,83.1,2.77,60.08,3.44,4.99,21.66,0.42,91.15
Didinga Hills 4.333N 33.583E,1989,5,24.84,18.57,33.75,109.4,3.53,66.43,2.45,3.67,19.98,0.43,91.32
Didinga Hills 4.333N 33.583E,1989,6,25.32,17.8,33.72,22.5,0.75,54.77,2.38,3.56,19.63,0.4,91.41
Didinga Hills 4.333N 33.583E,1989,7,24.02,18.28,33.85,94.2,3.04,67.61,1.39,2.1,17.62,0.42,91.46
Didinga Hills 4.333N 33.583E,1989,8,25.52,18.35,34.53,37.5,1.21,54.12,2.0,2.96,20.78,0.4,91.38
Didinga Hills 4.333N 33.583E,1989,9,25.68,18.0,36.05,83.1,2.77,56.32,2.36,3.51,20.5,0.41,91.23
Didinga Hills 4.333N 33.583E,1989,10,25.78,18.43,34.94,83.1,2.68,56.31,2.83,4.25,21.29,0.41,91.26
Didinga Hills 4.333N 33.583E,1989,11,25.41,19.09,34.68,79.5,2.65,60.48,3.49,5.15,20.31,0.41,91.22
Didinga Hills 4.333N 33.583E,1989,12,25.93,19.01,34.75,44.3,1.43,55.7,2.7,4.03,18.8,0.41,91.24
Didinga Hills 4.333N 33.583E,1990,1,26.54,18.65,35.72,33.2,1.07,45.93,3.48,5.08,20.79,0.4,91.22
Didinga Hills 4.333N 33.583E,1990,2,27.61,20.31,36.95,49.3,1.76,48.16,2.71,3.86,16.9,0.39,91.17
Didinga Hills 4.333N 33.583E,1990,3,26.35,19.97,36.03,117.5,3.79,59.33,2.79,3.98,19.93,0.42,91.28
Didinga Hills 4.333N 33.583E,1990,4,26.23,19.85,34.9,63.9,2.13,62.68,2.73,3.94,19.7,0.42,91.17
Didinga Hills 4.333N 33.583E,1990,5,26.0,20.06,35.48,90.8,2.93,64.55,2.13,3.16,19.89,0.42,91.27
Didinga Hills 4.333N 33.583E,1990,6,26.33,19.14,34.58,18.6,0.62,53.43,1.96,2.91,20.41,0.4,91.43
Didinga Hills 4.333N 33.583E,1990,7,24.53,17.75,34.21,76.6,2.47,62.56,1.61,2.46,19.0,0.41,91.45
Didinga Hills 4.333N 33.583E,1990,8,25.62,18.79,34.81,68.8,2.22,58.48,1.76,2.61,19.69,0.41,91.46
Didinga Hills 4.333N 33.583E,1990,9,27.1,19.01,35.93,18.3,0.61,47.1,2.27,3.35,22.43,0.39,91.32
Didinga Hills 4.333N 33.583E,1990,10,25.41,18.81,36.1,117.8,3.8,59.19,2.84,4.26,20.86,0.41,91.27
Didinga Hills 4.333N 33.583E,1990,11,26.01,19.59,34.8,51.0,1.7,55.31,3.42,5.08,21.04,0.41,91.22
Didinga Hills 4.333N 33.583E,1990,12,26.18,19.41,35.14,29.1,0.94,47.75,3.9,5.68,20.15,0.39,91.19
Didinga Hills 4.333N 33.583E,1991,1,26.63,19.78,36.22,57.0,1.84,47.31,3.08,4.49,20.26,0.39,91.22
Didinga Hills 4.333N 33.583E,1991,2,28.85,20.1,37.76,5.9,0.21,36.19,3.35,4.79,20.14,0.38,91.16
Didinga Hills 4.333N 33.583E,1991,3,28.61,20.96,38.43,82.5,2.66,44.0,4.08,5.74,21.21,0.39,91.05
Didinga Hills 4.333N 33.583E,1991,4,26.51,19.89,35.45,114.6,3.82,59.19,3.15,4.58,20.75,0.42,91.15
Didinga Hills 4.333N 33.583E,1991,5,24.91,19.85,33.08,204.3,6.59,71.2,2.22,3.35,18.39,0.45,91.23
Didinga Hills 4.333N 33.583E,1991,6,25.1,17.63,32.88,50.7,1.69,65.45,1.59,2.46,19.14,0.43,91.38
Didinga Hills 4.333N 33.583E,1991,7,24.17,18.4,32.77,81.2,2.62,66.01,1.6,2.44,18.9,0.43,91.49
Didinga Hills 4.333N 33.583E,1991,8,24.61,18.19,33.16,120.6,3.89,66.45,1.51,2.29,19.09,0.42,91.48
Didinga Hills 4.333N 33.583E,1991,9,26.35,18.19,35.9,14.7,0.49,50.22,2.12,3.2,22.41,0.41,91.39
Didinga Hills 4.333N 33.583E,1991,10,24.76,18.35,36.08,142.0,4.58,62.3,2.01,3.04,19.54,0.43,91.26
Didinga Hills 4.333N 33.583E,1991,11,25.52,19.05,33.8,33.0,1.1,55.53,3.11,4.67,21.41,0.41,91.27
Didinga Hills 4.333N 33.583E,1991,12,26.47,19.06,35.02,7.1,0.23,43.18,2.97,4.42,21.2,0.39,91.24
Didinga Hills 4.333N 33.583E,1992,1,27.35,15.71,36.81,0.0,0.0,35.74,3.58,5.19,22.2,0.38,91.21
Didinga Hills 4.333N 33.583E,1992,2,28.87,17.68,38.28,7.0,0.24,30.24,2.52,3.65,21.9,0.38,91.22
Didinga Hills 4.333N 33.583E,1992,3,29.73,21.91,38.71,24.8,0.8,36.43,4.41,6.17,23.85,0.38,91.07
Didinga Hills 4.333N 33.583E,1992,4,28.51,21.19,37.75,42.6,1.42,48.49,3.31,4.71,20.89,0.38,91.12
Didinga Hills 4.333N 33.583E,1992,5,26.72,20.22,35.51,68.2,2.2,56.9,2.81,4.12,19.67,0.4,91.22
Didinga Hills 4.333N 33.583E,1992,6,25.81,19.49,35.83,62.1,2.07,60.5,1.67,2.46,18.46,0.4,91.37
Didinga Hills 4.333N 33.583E,1992,7,25.02,18.01,33.67,58.6,1.89,61.37,1.57,2.31,18.86,0.4,91.49
Didinga Hills 4.333N 33.583E,1992,8,24.79,18.64,34.72,69.4,2.24,62.06,1.65,2.45,19.89,0.4,91.5
Didinga Hills 4.333N 33.583E,1992,9,26.39,18.98,36.1,34.8,1.16,51.02,2.38,3.48,21.02,0.39,91.28
Didinga Hills 4.333N 33.583E,1992,10,25.32,18.88,35.1,163.1,5.26,64.23,2.06,3.06,19.22,0.42,91.29
Didinga Hills 4.333N 33.583E,1992,11,25.11,17.9,33.35,44.7,1.49,55.99,3.18,4.78,20.59,0.41,91.22
Didinga Hills 4.333N 33.583E,1992,12,25.44,18.94,33.7,31.3,1.01,58.26,3.03,4.43,19.41,0.4,91.25
Didinga Hills 4.333N 33.583E,1993,1,26.04,16.78,34.59,14.9,0.48,49.14,3.09,4.39,20.34,0.39,91.28
Didinga Hills 4.333N 33.583E,1993,2,27.33,18.51,37.3,1.4,0.05,41.61,3.3,4.62,21.68,0.38,91.19
Didinga Hills 4.333N 33.583E,1993,3,28.06,20.29,37.55,74.7,2.41,42.28,3.75,5.32,23.06,0.39,91.16
Didinga Hills 4.333N 33.583E,1993,4,27.56,20.8,36.47,45.6,1.52,50.86,3.88,5.51,20.4,0.39,91.12
Didinga Hills 4.333N 33.583E,1993,5,25.9,19.15,34.32,120.0,3.87,64.45,2.48,3.66,19.29,0.42,91.24
Didinga Hills 4.333N 33.583E,1993,6,25.04,19.26,33.31,63.0,2.1,62.0,2.01,3.0,19.49,0.41,91.45
Didinga Hills 4.333N 33.583E,1993,7,24.86,17.98,33.65,43.4,1.4,58.24,1.69,2.54,20.33,0.4,91.48
Didinga Hills 4.333N 33.583E,1993,8,26.22,18.01,35.17,28.2,0.91,48.65,2.28,3.37,21.97,0.39,91.45
Didinga Hills 4.333N 33.583E,1993,9,27.59,18.91,36.84,0.6,0.02,38.1,2.77,4.05,22.76,0.38,91.31
Didinga Hills 4.333N 33.583E,1993,10,27.64,19.97,36.7,27.6,0.89,42.96,3.23,4.73,22.62,0.38,91.25
Didinga Hills 4.333N 33.583E,1993,11,26.31,19.83,35.37,32.1,1.07,54.39,3.33,4.88,21.07,0.39,91.15
Didinga Hills 4.333N 33.583E,1993,12,27.32,19.7,35.68,10.2,0.33,42.18,3.85,5.6,21.91,0.38,91.19
Didinga Hills 4.333N 33.583E,1994,1,28.55,20.78,37.1,0.6,0.02,29.45,3.6,5.23,22.87,0.37,91.06
Didinga Hills 4.333N 33.583E,1994,2,29.18,20.1,38.34,14.0,0.5,25.32,2.57,3.77,22.7,0.37,91.08
Didinga Hills 4.333N 33.583E,1994,3,29.2,21.34,38.3,44.9,1.45,38.94,3.27,4.64,19.82,0.38,91.09
Didinga Hills 4.333N 33.583E,1994,4,26.8,20.25,37.21,130.8,4.36,59.49,3.13,4.53,20.6,0.42,91.12
Didinga Hills 4.333N 33.583E,1994,5,26.17,19.78,34.63,102.9,3.32,62.57,2.31,3.42,21.17,0.42,91.28
Didinga Hills 4.333N 33.583E,1994,6,24.7,18.22,34.15,106.8,3.56,65.73,1.58,2.43,19.58,0.42,91.41
Didinga Hills 4.333N 33.583E,1994,7,23.43,18.48,32.19,142.3,4.59,72.72,1.34,2.04,19.02,0.44,91.48
Didinga Hills 4.333N 33.583E,1994,8,24.12,17.74,33.23,107.6,3.47,67.09,1.72,2.61,19.88,0.44,91.41
Didinga Hills 4.333N 33.583E,1994,9,26.43,18.37,35.7,16.2,0.54,48.98,2.48,3.7,23.28,0.4,91.35
Didinga Hills 4.333N 33.583E,1994,10,24.29,18.42,34.11,116.9,3.77,68.38,2.51,3.76,21.41,0.42,91.24
Didinga Hills 4.333N 33.583E,1994,11,24.22,17.87,32.87,98.4,3.28,69.66,2.64,3.97,18.67,0.44,91.25
Didinga Hills 4.333N 33.583E,1994,12,25.44,18.09,34.16,12.7,0.41,48.15,3.53,5.22,20.71,0.4,91.3
Didinga Hills 4.333N 33.583E,1995,1,27.51,19.21,36.36,0.6,0.02,33.34,3.27,4.78,23.22,0.38,91.23
Didinga Hills 4.333N 33.583E,1995,2,28.15,19.59,37.7,30.2,1.08,39.51,2.62,3.79,21.81,0.38,91.19
Didinga Hills 4.333N 33.583E,1995,3,28.11,20.31,37.61,71.9,2.32,47.33,3.84,5.41,21.22,0.39,91.1
Didinga Hills 4.333N 33.583E,1995,4,27.1,19.98,36.82,132.0,4.4,57.0,3.88,5.52,18.13,0.41,91.05
Didinga Hills 4.333N 33.583E,1995,5,25.89,19.92,34.92,73.2,2.36,63.04,2.62,3.86,21.39,0.42,91.22
Didinga Hills 4.333N 33.583E,1995,6,25.74,19.08,34.85,73.2,2.44,57.81,2.13,3.18,19.25,0.41,91.35
Didinga Hills 4.333N 33.583E,1995,7,23.6,18.08,32.7,119.0,3.84,72.28,1.4,2.15,18.1,0.44,91.35
Didinga Hills 4.333N 33.583E,1995,8,25.5,19.11,34.2,59.2,1.91,61.32,1.73,2.56,20.35,0.41,91.36
Didinga Hills 4.333N 33.583E,1995,9,25.55,18.27,35.1,68.7,2.29,59.69,2.1,3.15,21.21,0.41,91.37
Didinga Hills 4.333N 33.583E,1995,10,25.54,18.63,34.94,108.5,3.5,62.25,2.45,3.68,20.25,0.42,91.2
Didinga Hills 4.333N 33.583E,1995,11,25.25,19.26,33.25,70.8,2.36,61.03,2.81,4.19,19.67,0.42,91.26
Didinga Hills 4.333N 33.583E,1995,12,26.28,18.61,34.49,30.4,0.98,50.62,3.2,4.68,19.25,0.39,91.26
Didinga Hills 4.333N 33.583E,1996,1,26.45,19.42,35.85,29.4,0.95,47.78,2.8,4.11,19.29,0.4,91.1
Didinga Hills 4.333N 33.583E,1996,2,29.1,21.76,37.9,16.8,0.58,35.52,3.1,4.45,19.53,0.38,90.98
Didinga Hills 4.333N 33.583E,1996,3,26.71,19.61,37.7,162.4,5.24,58.95,3.4,4.84,19.52,0.42,91.05
Didinga Hills 4.333N 33.583E,1996,4,25.33,19.2,33.99,147.0,4.9,66.13,2.97,4.38,19.96,0.44,91.14
Didinga Hills 4.333N 33.583E,1996,5,25.5,19.57,33.41,98.0,3.16,65.97,2.19,3.24,20.65,0.43,91.28
Didinga Hills 4.333N 33.583E,1996,6,23.56,18.22,30.9,117.9,3.93,72.78,1.55,2.39,16.78,0.45,91.42
Didinga Hills 4.333N 33.583E,1996,7,23.55,17.84,32.31,68.8,2.22,67.78,1.65,2.5,18.86,0.43,91.49
Didinga Hills 4.333N 33.583E,1996,8,24.48,18.38,32.91,78.1,2.52,66.47,1.63,2.44,19.83,0.42,91.41
Didinga Hills 4.333N 33.583E,1996,9,25.84,18.94,35.08,28.8,0.96,59.8,1.8,2.63,20.99,0.4,91.28
Didinga Hills 4.333N 33.583E,1996,10,26.37,19.29,34.97,57.0,1.84,52.4,2.83,4.22,21.09,0.4,91.24
Didinga Hills 4.333N 33.583E,1996,11,24.91,18.88,32.75,69.9,2.33,62.5,3.05,4.5,19.64,0.41,91.18
Didinga Hills 4.333N 33.583E,1996,12,26.36,17.8,34.95,12.7,0.41,41.72,3.25,4.84,20.99,0.39,91.21
Didinga Hills 4.333N 33.583E,1997,1,27.9,19.35,37.1,0.0,0.0,35.16,3.06,4.47,21.39,0.38,91.13
Didinga Hills 4.333N 33.583E,1997,2,28.5,19.42,37.56,1.4,0.05,25.55,3.32,4.84,24.97,0.37,91.15
Didinga Hills 4.333N 33.583E,1997,3,29.14,20.76,38.14,71.6,2.31,40.35,4.27,5.99,23.55,0.38,91.07
Didinga Hills 4.333N 33.583E,1997,4,24.52,19.29,33.28,163.5,5.45,73.14,2.36,3.49,19.18,0.45,91.27
Didinga Hills 4.333N 33.583E,1997,5,24.36,17.67,33.28,135.2,4.36,68.48,2.54,3.83,20.57,0.45,91.4
Didinga Hills 4.333N 33.583E,1997,6,25.66,19.31,34.24,36.3,1.21,59.08,2.52,3.75,20.76,0.41,91.35
Didinga Hills 4.333N 33.583E,1997,7,23.62,17.73,33.08,121.2,3.91,69.27,1.84,2.87,18.41,0.44,91.5
Didinga Hills 4.333N 33.583E,1997,8,25.21,18.15,34.68,48.1,1.55,57.89,2.21,3.35,21.97,0.42,91.5
Didinga Hills 4.333N 33.583E,1997,9,27.71,19.49,37.16,0.6,0.02,39.54,3.32,4.93,25.06,0.39,91.32
Didinga Hills 4.333N 33.583E,1997,10,24.63,18.46,35.49,201.2,6.49,69.16,3.3,4.91,19.81,0.44,91.31
Didinga Hills 4.333N 33.583E,1997,11,23.44,18.1,31.64,126.0,4.2,78.1,2.85,4.22,17.26,0.46,91.28
Didinga Hills 4.333N 33.583E,1997,12,24.55,18.76,32.48,45.9,1.48,67.99,3.25,4.73,17.34,0.43,91.32
Didinga Hills 4.333N 33.583E,1998,1,25.39,18.13,34.71,55.8,1.8,61.88,3.44,4.91,20.03,0.43,91.27
Didinga Hills 4.333N 33.583E,1998,2,27.74,18.03,36.91,15.7,0.56,46.26,3.2,4.5,22.08,0.4,91.35
Didinga Hills 4.333N 33.583E,1998,3,28.99,20.61,37.82,32.6,1.05,47.83,3.99,5.58,23.06,0.39,91.16
